order_id,product_id,product_category,seasonality_factor,day_of_week,holiday_event(yes/no),discount(%)
ORD010656,PROD5280,Furniture,Off-Peak,Wednesday,No,14
ORD004564,PROD5254,Pharmaceuticals,Festival,Wednesday,No,33
ORD012472,PROD3873,Furniture,Peak,Wednesday,Yes,23
ORD004665,PROD5122,Furniture,Peak,Wednesday,Yes,24
ORD012921,PROD1011,Furniture,Normal,Wednesday,No,3
ORD014572,PROD8966,Groceries,Off-Peak,Wednesday,Yes,11
ORD000132,PROD7126,Pharmaceuticals,Normal,Wednesday,Yes,10
ORD008134,PROD7100,Furniture,Festival,Wednesday,No,26
ORD009479,PROD5971,Groceries,Normal,Wednesday,No,24
ORD005071,PROD3165,Electronics,Peak,Wednesday,No,19
ORD012091,PROD2743,Groceries,Off-Peak,Wednesday,No,43
ORD004387,PROD3928,Clothing,Festival,Wednesday,No,45
ORD003641,PROD1749,Pharmaceuticals,Peak,Wednesday,No,46
ORD008605,PROD4236,Electronics,Off-Peak,Wednesday,No,13
ORD003108,PROD1829,Electronics,Peak,Wednesday,No,11
ORD012126,PROD3463,Groceries,Peak,Wednesday,No,47
ORD008550,PROD1981,Furniture,Off-Peak,Wednesday,No,37
ORD007045,PROD6140,Furniture,Peak,Wednesday,No,10
ORD003871,PROD8488,Furniture,Normal,Wednesday,No,40
ORD002009,PROD4159,Furniture,Peak,Wednesday,No,44
ORD000528,PROD7865,Pharmaceuticals,Normal,Wednesday,No,18
ORD003219,PROD6198,Clothing,Normal,Wednesday,Yes,27
ORD010091,PROD4957,Pharmaceuticals,Off-Peak,Wednesday,No,1
ORD001036,PROD8451,Groceries,Festival,Wednesday,No,20
ORD011448,PROD9691,Groceries,Peak,Wednesday,No,34
ORD010135,PROD9907,Furniture,Normal,Wednesday,No,12
ORD010718,PROD5760,Clothing,Peak,Wednesday,Yes,11
ORD005581,PROD4384,Pharmaceuticals,Normal,Wednesday,Yes,1
ORD000640,PROD8988,Clothing,Normal,Wednesday,No,24
ORD008570,PROD1388,Furniture,Off-Peak,Wednesday,No,17
ORD010349,PROD1170,Groceries,Festival,Wednesday,No,47
ORD001367,PROD8792,Clothing,Normal,Wednesday,No,27
ORD014473,PROD7653,Groceries,Festival,Wednesday,No,22
ORD003676,PROD7828,Electronics,Peak,Wednesday,No,4
ORD006408,PROD3556,Pharmaceuticals,Off-Peak,Wednesday,No,40
ORD000985,PROD5837,Furniture,Festival,Wednesday,No,28
ORD003320,PROD4390,Groceries,Festival,Wednesday,No,35
ORD004478,PROD8923,Furniture,Peak,Wednesday,No,14
ORD008238,PROD1627,Groceries,Peak,Wednesday,No,1
ORD005713,PROD9992,Groceries,Peak,Wednesday,No,41
ORD006070,PROD6268,Furniture,Festival,Wednesday,Yes,6
ORD004750,PROD7199,Pharmaceuticals,Normal,Wednesday,Yes,18
ORD007142,PROD7076,Clothing,Peak,Wednesday,No,14
ORD012015,PROD3416,Groceries,Peak,Wednesday,No,25
ORD012890,PROD7114,Groceries,Normal,Wednesday,No,20
ORD012404,PROD7004,Furniture,Off-Peak,Wednesday,No,19
ORD010238,PROD8992,Clothing,Peak,Wednesday,Yes,32
ORD008388,PROD1715,Groceries,Off-Peak,Wednesday,No,7
ORD007353,PROD8539,Pharmaceuticals,Peak,Wednesday,Yes,49
ORD001056,PROD9071,Electronics,Peak,Wednesday,No,13
ORD004568,PROD4885,Clothing,Peak,Wednesday,Yes,17
ORD001989,PROD3880,Electronics,Peak,Wednesday,No,22
ORD000583,PROD4571,Pharmaceuticals,Off-Peak,Wednesday,No,11
ORD000282,PROD2188,Pharmaceuticals,Festival,Wednesday,No,49
ORD014349,PROD1235,Furniture,Peak,Wednesday,Yes,20
ORD004135,PROD9992,Pharmaceuticals,Festival,Wednesday,No,17
ORD007882,PROD3022,Furniture,Festival,Wednesday,Yes,11
ORD012206,PROD1800,Electronics,Festival,Wednesday,No,22
ORD006300,PROD5540,Furniture,Festival,Wednesday,No,25
ORD014905,PROD8695,Electronics,Festival,Wednesday,No,10
ORD004219,PROD8921,Groceries,Normal,Wednesday,No,35
ORD008308,PROD8778,Groceries,Festival,Wednesday,Yes,2
ORD003255,PROD1020,Furniture,Peak,Wednesday,No,8
ORD005914,PROD4552,Electronics,Normal,Wednesday,Yes,8
ORD000375,PROD4164,Electronics,Peak,Wednesday,Yes,45
ORD000197,PROD8062,Furniture,Off-Peak,Wednesday,No,16
ORD002515,PROD8851,Furniture,Peak,Thursday,No,12
ORD000065,PROD3803,Pharmaceuticals,Normal,Thursday,No,35
ORD005733,PROD4083,Electronics,Peak,Thursday,No,12
ORD012680,PROD3200,Groceries,Off-Peak,Thursday,No,31
ORD014337,PROD5873,Pharmaceuticals,Normal,Thursday,Yes,13
ORD014376,PROD8850,Pharmaceuticals,Normal,Thursday,No,6
ORD009070,PROD1601,Groceries,Off-Peak,Thursday,No,22
ORD007802,PROD7669,Groceries,Off-Peak,Thursday,No,41
ORD000944,PROD6873,Groceries,Festival,Thursday,No,9
ORD002152,PROD2848,Pharmaceuticals,Festival,Thursday,No,17
ORD001034,PROD9791,Furniture,Off-Peak,Thursday,No,36
ORD008571,PROD4752,Pharmaceuticals,Peak,Thursday,Yes,4
ORD012898,PROD1560,Furniture,Normal,Thursday,No,3
ORD000650,PROD2402,Groceries,Peak,Thursday,No,28
ORD002988,PROD5979,Electronics,Peak,Thursday,No,12
ORD003180,PROD4084,Electronics,Off-Peak,Thursday,No,28
ORD004105,PROD7406,Groceries,Off-Peak,Thursday,No,34
ORD013780,PROD2662,Pharmaceuticals,Normal,Thursday,Yes,14
ORD001320,PROD9693,Pharmaceuticals,Off-Peak,Thursday,No,35
ORD008894,PROD2746,Furniture,Normal,Thursday,No,11
ORD002496,PROD9939,Pharmaceuticals,Off-Peak,Thursday,No,48
ORD006621,PROD1709,Clothing,Off-Peak,Thursday,No,0
ORD014590,PROD3162,Electronics,Off-Peak,Thursday,No,32
ORD008530,PROD3872,Electronics,Off-Peak,Thursday,Yes,40
ORD006775,PROD3897,Groceries,Normal,Thursday,Yes,8
ORD004549,PROD6689,Electronics,Festival,Thursday,No,44
ORD005683,PROD7208,Groceries,Normal,Thursday,No,7
ORD005428,PROD2790,Clothing,Normal,Thursday,No,48
ORD009748,PROD3843,Electronics,Normal,Thursday,Yes,0
ORD013891,PROD2064,Clothing,Peak,Thursday,Yes,7
ORD010926,PROD9755,Electronics,Festival,Thursday,No,24
ORD008594,PROD2503,Clothing,Off-Peak,Thursday,Yes,24
ORD009894,PROD8222,Furniture,Off-Peak,Thursday,No,35
ORD007635,PROD4519,Clothing,Festival,Thursday,No,17
ORD008849,PROD6349,Clothing,Festival,Thursday,No,38
ORD005514,PROD2422,Furniture,Festival,Thursday,Yes,31
ORD008709,PROD7743,Electronics,Off-Peak,Thursday,No,36
ORD002397,PROD6829,Electronics,Normal,Thursday,No,19
ORD001789,PROD8366,Clothing,Normal,Thursday,No,0
ORD006611,PROD8065,Groceries,Peak,Thursday,No,31
ORD000883,PROD8935,Groceries,Normal,Thursday,No,4
ORD009797,PROD1179,Furniture,Off-Peak,Thursday,No,32
ORD010987,PROD2893,Furniture,Festival,Thursday,No,4
ORD013259,PROD8214,Clothing,Peak,Thursday,No,39
ORD011992,PROD7977,Clothing,Normal,Thursday,No,16
ORD003508,PROD7168,Clothing,Peak,Thursday,No,42
ORD012651,PROD4267,Furniture,Festival,Thursday,No,7
ORD013048,PROD1801,Electronics,Off-Peak,Thursday,No,37
ORD000907,PROD8213,Clothing,Festival,Thursday,No,0
ORD006506,PROD8742,Clothing,Peak,Thursday,Yes,3
ORD002091,PROD8298,Pharmaceuticals,Festival,Thursday,No,45
ORD002828,PROD4559,Furniture,Peak,Thursday,Yes,3
ORD013189,PROD4430,Furniture,Normal,Thursday,No,19
ORD009500,PROD1022,Groceries,Peak,Thursday,No,23
ORD010806,PROD9202,Clothing,Normal,Thursday,No,35
ORD001260,PROD6053,Electronics,Normal,Thursday,No,29
ORD000496,PROD2269,Electronics,Peak,Thursday,No,21
ORD010705,PROD3063,Electronics,Festival,Thursday,No,29
ORD011003,PROD1750,Groceries,Off-Peak,Thursday,No,16
ORD000090,PROD5040,Pharmaceuticals,Festival,Thursday,Yes,36
ORD001616,PROD2680,Pharmaceuticals,Peak,Thursday,Yes,20
ORD004304,PROD8723,Electronics,Festival,Thursday,No,19
ORD013449,PROD8871,Pharmaceuticals,Festival,Thursday,No,27
ORD012070,PROD1724,Furniture,Normal,Thursday,No,18
ORD006394,PROD3423,Clothing,Festival,Thursday,No,26
ORD012929,PROD6989,Electronics,Normal,Thursday,No,28
ORD011749,PROD4798,Groceries,Off-Peak,Thursday,No,38
ORD001379,PROD8172,Groceries,Normal,Thursday,Yes,42
ORD010376,PROD3069,Electronics,Off-Peak,Thursday,Yes,3
ORD000750,PROD8381,Groceries,Peak,Thursday,No,21
ORD001353,PROD8404,Pharmaceuticals,Peak,Thursday,Yes,39
ORD003248,PROD5345,Clothing,Peak,Thursday,Yes,14
ORD005646,PROD2686,Clothing,Festival,Thursday,No,26
ORD004473,PROD5222,Furniture,Normal,Thursday,Yes,3
ORD011739,PROD2676,Electronics,Festival,Thursday,Yes,19
ORD005712,PROD7049,Electronics,Festival,Thursday,No,25
ORD012368,PROD2821,Clothing,Festival,Thursday,No,41
ORD005675,PROD6330,Furniture,Festival,Thursday,No,9
ORD010553,PROD6747,Furniture,Off-Peak,Thursday,No,9
ORD001375,PROD9266,Furniture,Peak,Thursday,No,38
ORD003742,PROD1751,Furniture,Festival,Thursday,Yes,2
ORD006767,PROD7285,Groceries,Normal,Thursday,No,4
ORD005167,PROD6168,Clothing,Peak,Thursday,No,20
ORD014710,PROD7443,Pharmaceuticals,Festival,Thursday,No,17
ORD008509,PROD4485,Electronics,Peak,Thursday,No,30
ORD012327,PROD7852,Electronics,Peak,Thursday,No,34
ORD006111,PROD9190,Groceries,Off-Peak,Thursday,Yes,42
ORD001251,PROD4531,Groceries,Festival,Thursday,Yes,12
ORD012265,PROD9676,Electronics,Off-Peak,Thursday,No,45
ORD009516,PROD3895,Groceries,Peak,Thursday,No,0
ORD010163,PROD5292,Pharmaceuticals,Festival,Thursday,No,10
ORD006836,PROD1364,Furniture,Off-Peak,Thursday,No,48
ORD013953,PROD7988,Groceries,Normal,Thursday,No,16
ORD012167,PROD2377,Groceries,Peak,Thursday,No,20
ORD013841,PROD4912,Electronics,Normal,Thursday,Yes,3
ORD009700,PROD6723,Groceries,Peak,Thursday,No,28
ORD006375,PROD9770,Furniture,Off-Peak,Thursday,No,3
ORD010004,PROD2861,Clothing,Festival,Thursday,No,5
ORD003014,PROD1981,Pharmaceuticals,Off-Peak,Thursday,No,7
ORD003288,PROD8909,Pharmaceuticals,Festival,Thursday,Yes,1
ORD002748,PROD7516,Clothing,Off-Peak,Thursday,Yes,23
ORD014559,PROD3849,Clothing,Peak,Thursday,Yes,42
ORD006182,PROD7346,Clothing,Peak,Thursday,No,9
ORD011656,PROD3655,Furniture,Normal,Thursday,No,33
ORD010936,PROD5309,Clothing,Normal,Thursday,No,30
ORD005901,PROD2600,Electronics,Off-Peak,Thursday,No,26
ORD001051,PROD2911,Clothing,Normal,Thursday,Yes,22
ORD006750,PROD9518,Pharmaceuticals,Peak,Thursday,No,8
ORD007056,PROD3187,Pharmaceuticals,Festival,Thursday,No,7
ORD004208,PROD6961,Groceries,Peak,Thursday,Yes,3
ORD010350,PROD3273,Electronics,Festival,Thursday,No,42
ORD010415,PROD6108,Furniture,Peak,Thursday,No,45
ORD007659,PROD4483,Furniture,Off-Peak,Thursday,No,11
ORD009385,PROD1779,Clothing,Off-Peak,Thursday,No,30
ORD013002,PROD1416,Electronics,Off-Peak,Thursday,No,37
ORD008763,PROD2651,Pharmaceuticals,Off-Peak,Thursday,No,21
ORD013194,PROD3818,Pharmaceuticals,Normal,Thursday,No,3
ORD006509,PROD7834,Clothing,Normal,Thursday,No,13
ORD002575,PROD2791,Electronics,Festival,Thursday,No,49
ORD003807,PROD6253,Groceries,Festival,Thursday,No,39
ORD008717,PROD6047,Groceries,Normal,Thursday,No,11
ORD008421,PROD1175,Groceries,Off-Peak,Thursday,No,37
ORD014246,PROD4760,Pharmaceuticals,Normal,Thursday,No,6
ORD012219,PROD5467,Electronics,Off-Peak,Thursday,No,40
ORD001157,PROD9692,Electronics,Festival,Thursday,No,29
ORD000382,PROD9346,Pharmaceuticals,Off-Peak,Thursday,No,42
ORD003122,PROD8307,Electronics,Off-Peak,Thursday,Yes,7
ORD006338,PROD3163,Electronics,Normal,Thursday,Yes,4
ORD000214,PROD7912,Electronics,Normal,Thursday,Yes,18
ORD003593,PROD7704,Pharmaceuticals,Peak,Thursday,No,49
ORD002240,PROD4350,Furniture,Normal,Thursday,No,13
ORD014786,PROD5174,Pharmaceuticals,Normal,Thursday,Yes,48
ORD011145,PROD6145,Furniture,Festival,Thursday,No,39
ORD000346,PROD4441,Electronics,Peak,Thursday,No,37
ORD004063,PROD1389,Clothing,Normal,Thursday,No,30
ORD008009,PROD2570,Pharmaceuticals,Normal,Thursday,No,29
ORD011239,PROD6930,Groceries,Peak,Thursday,Yes,35
ORD013863,PROD5428,Clothing,Peak,Thursday,No,20
ORD000229,PROD8956,Electronics,Peak,Thursday,No,1
ORD013064,PROD2094,Furniture,Festival,Thursday,No,5
ORD014173,PROD8114,Groceries,Normal,Thursday,No,20
ORD014507,PROD6236,Electronics,Peak,Thursday,No,3
ORD012480,PROD4382,Furniture,Off-Peak,Thursday,No,14
ORD013166,PROD8074,Pharmaceuticals,Off-Peak,Thursday,No,48
ORD012465,PROD9574,Furniture,Peak,Thursday,No,24
ORD001154,PROD9984,Furniture,Off-Peak,Thursday,No,19
ORD012964,PROD3984,Pharmaceuticals,Off-Peak,Thursday,No,17
ORD003892,PROD2696,Pharmaceuticals,Off-Peak,Thursday,No,35
ORD000560,PROD6529,Electronics,Festival,Thursday,No,41
ORD000232,PROD7570,Pharmaceuticals,Festival,Thursday,No,26
ORD005374,PROD9084,Furniture,Peak,Thursday,No,21
ORD003141,PROD7266,Pharmaceuticals,Festival,Thursday,No,27
ORD002506,PROD3280,Clothing,Festival,Thursday,No,34
ORD012425,PROD5510,Furniture,Off-Peak,Thursday,No,44
ORD004032,PROD5203,Pharmaceuticals,Normal,Thursday,No,32
ORD007548,PROD1607,Groceries,Festival,Thursday,Yes,24
ORD014925,PROD5409,Furniture,Off-Peak,Thursday,No,42
ORD014724,PROD6522,Furniture,Normal,Thursday,No,3
ORD010597,PROD4122,Furniture,Off-Peak,Thursday,No,19
ORD012111,PROD5237,Clothing,Peak,Friday,Yes,47
ORD003384,PROD6238,Clothing,Peak,Friday,No,22
ORD004252,PROD4651,Pharmaceuticals,Peak,Friday,No,10
ORD008217,PROD5473,Clothing,Off-Peak,Friday,No,18
ORD005454,PROD7783,Electronics,Normal,Friday,Yes,40
ORD007702,PROD7181,Groceries,Off-Peak,Friday,No,38
ORD005288,PROD9605,Groceries,Off-Peak,Friday,No,49
ORD014900,PROD5491,Pharmaceuticals,Off-Peak,Friday,No,0
ORD008508,PROD7376,Electronics,Off-Peak,Friday,No,45
ORD010516,PROD2137,Electronics,Normal,Friday,No,10
ORD000949,PROD9702,Electronics,Normal,Friday,No,49
ORD000076,PROD1525,Pharmaceuticals,Off-Peak,Friday,Yes,37
ORD003852,PROD6592,Electronics,Off-Peak,Friday,No,5
ORD007824,PROD9806,Clothing,Festival,Friday,No,23
ORD007396,PROD6469,Clothing,Peak,Friday,No,22
ORD011101,PROD9761,Clothing,Normal,Friday,Yes,9
ORD014052,PROD9036,Groceries,Normal,Friday,No,26
ORD013555,PROD2155,Electronics,Festival,Friday,No,22
ORD003117,PROD6799,Clothing,Off-Peak,Friday,No,0
ORD000297,PROD3584,Clothing,Peak,Friday,No,46
ORD008573,PROD6615,Electronics,Off-Peak,Friday,No,28
ORD011156,PROD3406,Electronics,Peak,Friday,No,19
ORD005937,PROD7366,Groceries,Peak,Friday,No,46
ORD004612,PROD5166,Furniture,Peak,Friday,No,16
ORD003303,PROD5872,Pharmaceuticals,Festival,Friday,No,22
ORD008728,PROD8060,Electronics,Festival,Friday,Yes,30
ORD012288,PROD7483,Electronics,Festival,Friday,No,17
ORD003965,PROD4695,Furniture,Normal,Friday,No,8
ORD001776,PROD6121,Pharmaceuticals,Off-Peak,Friday,No,49
ORD013840,PROD1852,Pharmaceuticals,Normal,Friday,No,36
ORD011319,PROD7060,Furniture,Off-Peak,Friday,No,46
ORD001620,PROD6021,Pharmaceuticals,Festival,Friday,Yes,6
ORD009032,PROD1087,Groceries,Normal,Friday,No,20
ORD006167,PROD2606,Clothing,Normal,Friday,No,15
ORD005358,PROD6047,Furniture,Festival,Friday,No,16
ORD005674,PROD8584,Pharmaceuticals,Off-Peak,Friday,No,36
ORD006918,PROD7649,Groceries,Normal,Friday,No,2
ORD007594,PROD9278,Pharmaceuticals,Off-Peak,Friday,Yes,8
ORD012133,PROD8125,Pharmaceuticals,Festival,Friday,Yes,24
ORD003478,PROD3909,Clothing,Peak,Friday,No,23
ORD002809,PROD2678,Electronics,Normal,Friday,No,24
ORD006222,PROD3440,Electronics,Off-Peak,Friday,No,40
ORD003713,PROD8875,Electronics,Off-Peak,Friday,No,14
ORD000144,PROD1949,Furniture,Festival,Friday,No,23
ORD013727,PROD5920,Electronics,Normal,Friday,No,27
ORD002807,PROD7276,Groceries,Off-Peak,Friday,No,2
ORD012427,PROD3294,Clothing,Normal,Friday,No,46
ORD013748,PROD7738,Electronics,Normal,Friday,No,23
ORD006191,PROD3084,Clothing,Festival,Friday,No,5
ORD010044,PROD8517,Groceries,Normal,Friday,No,21
ORD001318,PROD9363,Pharmaceuticals,Normal,Friday,No,24
ORD007329,PROD1741,Furniture,Off-Peak,Friday,No,29
ORD004711,PROD6073,Furniture,Festival,Friday,No,28
ORD000466,PROD2746,Furniture,Festival,Friday,No,16
ORD011969,PROD6018,Furniture,Peak,Friday,No,40
ORD005724,PROD7271,Groceries,Off-Peak,Friday,No,10
ORD001935,PROD8861,Furniture,Festival,Friday,No,34
ORD000174,PROD4608,Groceries,Peak,Friday,No,44
ORD006777,PROD3689,Clothing,Off-Peak,Friday,No,45
ORD005611,PROD4246,Furniture,Peak,Friday,Yes,29
ORD007691,PROD1034,Electronics,Peak,Friday,No,39
ORD006823,PROD6531,Groceries,Normal,Friday,No,49
ORD011617,PROD3773,Groceries,Festival,Friday,No,8
ORD006468,PROD5728,Groceries,Off-Peak,Friday,No,19
ORD007157,PROD3323,Furniture,Off-Peak,Friday,No,34
ORD007997,PROD2015,Furniture,Peak,Friday,No,11
ORD001828,PROD5333,Furniture,Festival,Friday,Yes,25
ORD003046,PROD2785,Pharmaceuticals,Festival,Friday,No,11
ORD005181,PROD9027,Clothing,Festival,Friday,No,40
ORD013395,PROD7303,Furniture,Festival,Friday,Yes,33
ORD012881,PROD3975,Furniture,Festival,Friday,Yes,1
ORD008502,PROD6298,Electronics,Normal,Friday,Yes,24
ORD000506,PROD4788,Pharmaceuticals,Normal,Friday,No,46
ORD014740,PROD4133,Pharmaceuticals,Off-Peak,Friday,No,31
ORD004494,PROD9462,Electronics,Normal,Friday,No,9
ORD005993,PROD2485,Pharmaceuticals,Peak,Friday,No,24
ORD008921,PROD3501,Pharmaceuticals,Normal,Friday,No,6
ORD008780,PROD6514,Pharmaceuticals,Festival,Friday,No,21
ORD006270,PROD4393,Clothing,Off-Peak,Friday,No,41
ORD011039,PROD9248,Pharmaceuticals,Off-Peak,Friday,No,13
ORD014263,PROD7363,Electronics,Peak,Friday,No,13
ORD001405,PROD3112,Furniture,Off-Peak,Friday,No,0
ORD003201,PROD1975,Clothing,Peak,Friday,No,19
ORD009633,PROD8022,Pharmaceuticals,Peak,Friday,No,38
ORD003016,PROD5584,Groceries,Normal,Friday,No,4
ORD004623,PROD7746,Electronics,Festival,Friday,Yes,39
ORD014504,PROD9050,Clothing,Festival,Friday,No,1
ORD011079,PROD4370,Furniture,Festival,Friday,No,23
ORD009643,PROD5441,Electronics,Normal,Friday,No,24
ORD003264,PROD6754,Clothing,Normal,Friday,Yes,22
ORD013279,PROD7065,Groceries,Festival,Friday,No,36
ORD014973,PROD2262,Clothing,Peak,Friday,Yes,3
ORD011466,PROD6331,Clothing,Peak,Friday,No,14
ORD012108,PROD1893,Clothing,Normal,Friday,No,28
ORD002333,PROD2294,Pharmaceuticals,Normal,Friday,No,6
ORD001211,PROD8030,Clothing,Peak,Friday,Yes,25
ORD003118,PROD4517,Clothing,Off-Peak,Friday,Yes,5
ORD000512,PROD7678,Pharmaceuticals,Festival,Friday,No,15
ORD014832,PROD4872,Furniture,Normal,Friday,No,15
ORD005912,PROD2506,Pharmaceuticals,Peak,Friday,No,16
ORD012759,PROD5813,Groceries,Festival,Friday,No,28
ORD001904,PROD4340,Pharmaceuticals,Normal,Friday,No,49
ORD011267,PROD2932,Clothing,Normal,Friday,No,49
ORD008318,PROD9005,Pharmaceuticals,Normal,Friday,No,48
ORD013331,PROD4810,Furniture,Off-Peak,Friday,No,4
ORD001180,PROD8770,Clothing,Peak,Friday,No,40
ORD003695,PROD2928,Clothing,Off-Peak,Friday,No,14
ORD005130,PROD1372,Pharmaceuticals,Normal,Friday,No,38
ORD003410,PROD8750,Electronics,Peak,Friday,Yes,5
ORD001940,PROD9899,Electronics,Peak,Friday,No,7
ORD014441,PROD1687,Groceries,Festival,Friday,No,25
ORD007052,PROD7722,Pharmaceuticals,Normal,Friday,No,26
ORD011799,PROD7266,Furniture,Off-Peak,Friday,No,4
ORD005659,PROD3605,Pharmaceuticals,Off-Peak,Friday,No,32
ORD004456,PROD5530,Furniture,Festival,Friday,No,42
ORD003013,PROD9061,Pharmaceuticals,Peak,Friday,Yes,48
ORD005020,PROD3557,Pharmaceuticals,Normal,Friday,No,49
ORD007419,PROD2915,Furniture,Peak,Friday,No,35
ORD013140,PROD4977,Groceries,Normal,Friday,No,46
ORD012863,PROD1151,Groceries,Normal,Friday,Yes,24
ORD009640,PROD5702,Pharmaceuticals,Off-Peak,Friday,No,11
ORD011367,PROD4388,Furniture,Off-Peak,Friday,No,14
ORD009236,PROD4562,Clothing,Festival,Friday,Yes,23
ORD012205,PROD4993,Groceries,Off-Peak,Friday,No,13
ORD003524,PROD8892,Clothing,Festival,Friday,Yes,4
ORD002606,PROD8496,Groceries,Off-Peak,Friday,No,6
ORD013261,PROD3381,Clothing,Normal,Friday,No,8
ORD012014,PROD1013,Electronics,Off-Peak,Friday,No,48
ORD009051,PROD1001,Furniture,Normal,Friday,No,14
ORD014315,PROD2757,Clothing,Normal,Friday,No,29
ORD004683,PROD2381,Clothing,Off-Peak,Friday,No,6
ORD007794,PROD9333,Clothing,Festival,Friday,No,36
ORD006547,PROD4175,Pharmaceuticals,Normal,Friday,No,7
ORD008824,PROD4196,Furniture,Normal,Friday,Yes,41
ORD008773,PROD7154,Electronics,Peak,Friday,No,47
ORD011568,PROD3487,Groceries,Normal,Friday,No,30
ORD002326,PROD4948,Clothing,Peak,Friday,Yes,12
ORD010591,PROD6715,Groceries,Peak,Friday,Yes,4
ORD001604,PROD9151,Clothing,Peak,Friday,No,11
ORD006163,PROD4769,Pharmaceuticals,Peak,Friday,Yes,4
ORD007209,PROD4479,Furniture,Peak,Friday,Yes,3
ORD001517,PROD2821,Groceries,Festival,Friday,No,17
ORD003004,PROD6488,Furniture,Off-Peak,Friday,Yes,22
ORD003401,PROD2730,Pharmaceuticals,Off-Peak,Friday,No,27
ORD008713,PROD3338,Pharmaceuticals,Festival,Friday,No,42
ORD012767,PROD3465,Clothing,Peak,Friday,No,18
ORD001287,PROD8147,Electronics,Festival,Friday,No,36
ORD001185,PROD8075,Pharmaceuticals,Festival,Friday,No,23
ORD004969,PROD3931,Pharmaceuticals,Normal,Friday,No,1
ORD010507,PROD1050,Groceries,Normal,Friday,No,40
ORD002946,PROD2889,Pharmaceuticals,Festival,Friday,No,29
ORD002394,PROD8381,Clothing,Off-Peak,Friday,No,39
ORD010772,PROD4282,Clothing,Festival,Friday,No,21
ORD013986,PROD9944,Furniture,Normal,Friday,No,19
ORD010049,PROD9892,Groceries,Peak,Friday,No,32
ORD000337,PROD7049,Clothing,Normal,Friday,No,35
ORD003521,PROD5631,Pharmaceuticals,Off-Peak,Friday,No,41
ORD010927,PROD4955,Pharmaceuticals,Peak,Friday,No,12
ORD002114,PROD8734,Electronics,Festival,Friday,No,18
ORD004501,PROD7536,Furniture,Off-Peak,Friday,Yes,36
ORD004130,PROD5140,Furniture,Peak,Friday,Yes,42
ORD009816,PROD9195,Furniture,Peak,Friday,No,11
ORD000252,PROD1821,Pharmaceuticals,Normal,Friday,No,45
ORD008656,PROD7628,Groceries,Normal,Friday,No,30
ORD004037,PROD7143,Electronics,Normal,Friday,No,22
ORD000211,PROD9786,Pharmaceuticals,Off-Peak,Saturday,No,19
ORD006349,PROD9513,Electronics,Festival,Saturday,No,31
ORD011453,PROD8947,Pharmaceuticals,Festival,Saturday,Yes,38
ORD003039,PROD6211,Furniture,Peak,Saturday,No,14
ORD000645,PROD5581,Groceries,Normal,Saturday,No,14
ORD012998,PROD5306,Groceries,Peak,Saturday,No,5
ORD000548,PROD2375,Clothing,Festival,Saturday,No,7
ORD011451,PROD4799,Pharmaceuticals,Normal,Saturday,No,20
ORD003420,PROD4892,Groceries,Festival,Saturday,Yes,0
ORD008453,PROD3915,Electronics,Normal,Saturday,No,1
ORD003095,PROD2376,Clothing,Festival,Saturday,No,37
ORD008386,PROD2565,Electronics,Peak,Saturday,No,18
ORD004490,PROD4767,Pharmaceuticals,Normal,Saturday,No,22
ORD003519,PROD9380,Electronics,Festival,Saturday,No,24
ORD000598,PROD4978,Electronics,Festival,Saturday,Yes,7
ORD014414,PROD7681,Furniture,Festival,Saturday,No,34
ORD008182,PROD7569,Clothing,Off-Peak,Saturday,No,43
ORD014768,PROD7143,Furniture,Peak,Saturday,No,15
ORD010444,PROD1468,Pharmaceuticals,Peak,Saturday,No,7
ORD002897,PROD6353,Clothing,Normal,Saturday,No,19
ORD014705,PROD2390,Pharmaceuticals,Off-Peak,Saturday,No,17
ORD012376,PROD7657,Clothing,Off-Peak,Saturday,No,11
ORD012591,PROD4171,Pharmaceuticals,Normal,Saturday,No,47
ORD014689,PROD8369,Groceries,Off-Peak,Saturday,No,8
ORD012055,PROD1440,Pharmaceuticals,Peak,Saturday,No,2
ORD005047,PROD4714,Groceries,Peak,Saturday,Yes,33
